text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"QNS ALL HANDS 143-17 FRANKLIN AVE, HOUSE OF WORSHIP FIRE IN A CHURCH,",FALSE,12,NA,2019-08-31T03:47:18Z,FALSE,NA,1167645006561271808,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,3,FALSE,FALSE,NA,NA
"SI ALL HANDS AUTHOR KILL RD, AUTO EXTRICATION, UNDER CONTROL",FALSE,8,NA,2019-08-30T17:46:53Z,FALSE,NA,1167493908290555904,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,3,FALSE,FALSE,NA,NA
"MAN ALL HANDS 137 RIVERSIDE DR, MULTIPLE DWELLING FIRE ON 8TH FLR, UNDER CONTROL",FALSE,14,NA,2019-08-30T06:14:38Z,FALSE,NA,1167319699178213377,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"MAN ALL HANDS 137 RIVERSIDE DR, MULTIPLE DWELLING FIRE ON 8TH FLR,",FALSE,14,NA,2019-08-30T05:53:30Z,FALSE,NA,1167314378149920769,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"BX ALL HANDS 2157 BELMONT AVE, PRIVATE DWELLING FIRE ON 2ND FLR, UNDER CONTROL",FALSE,15,NA,2019-08-29T18:10:52Z,FALSE,NA,1167137557072830465,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"BX ALL HANDS 2157 BELMONT AVE, PRIVATE DWELLING FIRE ON 2ND FLR,",FALSE,9,NA,2019-08-29T17:56:49Z,FALSE,NA,1167134019768803328,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"BX ALL HANDS 300 E 138 ST, HIGH RISE FIRE ON 20TH FLR, UNDER CONTROL",FALSE,3,NA,2019-08-29T13:46:46Z,FALSE,NA,1167071091711533058,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 236 BROADWAY, GAS LEAK INSIDE BUILDING, UNDER CONTROL",FALSE,9,NA,2019-08-29T13:34:58Z,FALSE,NA,1167068122693681152,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"BX ALL HANDS 300 E 138 ST, HIGH RISE FIRE ON 20TH FLR,",FALSE,9,NA,2019-08-29T13:23:50Z,FALSE,NA,1167065321540390914,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 236 BROADWAY, BROKEN GAS PIPE IN CONSTRUCTION SITE,",FALSE,14,NA,2019-08-29T12:43:53Z,FALSE,NA,1167055268196343810,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"BX ALL HANDS 985 ANDERSON AVE, MULTIPLE DWELLING BX CABLE ON FIRE 2ND FLR, UNDER CONTROL",FALSE,12,NA,2019-08-28T18:49:23Z,FALSE,NA,1166784862088568832,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BX ALL HANDS I 95, MULTIPLE VEHICLES ON FIRE, REQUESTING MUTUAL AIDE, UNDER CONTROL",FALSE,16,NA,2019-08-28T18:15:46Z,FALSE,NA,1166776402668072960,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"QNS ALL HANDS 35-37 12 ST, MULTIPLE DWELLING FIRE ON THE 3RD FLR, UNDER CONTROL",FALSE,10,NA,2019-08-28T00:08:20Z,FALSE,NA,1166502741981745152,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BX MAJOR EMERGENCY 92 E 208 ST, REPORT OF PARTIAL COLLAPSE OF BUILDING FROM 2ND FLR ONE PERSON TRAPPED, UNDER CONTROL",FALSE,13,NA,2019-08-27T17:19:14Z,FALSE,NA,1166399786368585732,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"BX MAJOR EMERGENCY 92 E 208 ST, REPORT OF PARTIAL COLLAPSE OF BUILDING FROM 2ND FLR ONE PERSON TRAPPED,",FALSE,21,NA,2019-08-27T16:20:57Z,FALSE,NA,1166385117746667520,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,6,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 3031 W 25 ST, MULTIPLE DWELLING REPORT OF SMOKE 6FL, TORCH WORK BEING DONE IN BASEMENT, UNDER CONTROL",FALSE,16,NA,2019-08-27T15:58:06Z,FALSE,NA,1166379368865832961,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 17 KANE PL, VACANT MULTIPLE DWELLING FIRE ON 1ST FLR, UNDER CONTROL",FALSE,9,NA,2019-08-27T09:13:18Z,FALSE,NA,1166277498247757824,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 18 KANE PL, VACANT MULTIPLE DWELLING FIRE ON 2ND FLR,",FALSE,10,NA,2019-08-27T08:20:08Z,FALSE,NA,1166264115947552768,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,4,FALSE,FALSE,NA,NA
"QNS ALL HANDS 61-26 PARSONS BLVD, PRIVATE DWELLING FIRE ON THE 2ND FLR, UNDER CONTROL",FALSE,11,NA,2019-08-26T14:33:22Z,FALSE,NA,1165995656256905216,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"QNS ALL HANDS 61-26 PARSONS BLVD, PRIVATE DWELLING",FALSE,12,NA,2019-08-26T14:08:05Z,FALSE,NA,1165989294433034241,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"BX ALL HANDS 820 THERIOT AVE, MULTIPLE DWELLING FIRE IN COMPACTOR, UNDER CONTROL",FALSE,10,NA,2019-08-26T02:25:45Z,FALSE,NA,1165812548521865216,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,3,FALSE,FALSE,NA,NA
"SI ALL HANDS 226 STAFFORD AVE, PRIVATE DWELLING FIRE ON THE 1ST FLR, UNDER CONTROL",FALSE,21,NA,2019-08-25T21:20:40Z,FALSE,NA,1165735769979461633,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,3,FALSE,FALSE,NA,NA
"SI ALL HANDS 226 STAFFORD AVE, PRIVATE DWELLING FIRE ON THE 1ST FLR,",FALSE,15,NA,2019-08-25T21:13:21Z,FALSE,NA,1165733928096980992,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,3,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 728 E NEW YORK AVE, MULTIPLE DWELLING FIRE ON 2ND FL,",FALSE,16,NA,2019-08-25T00:22:15Z,FALSE,NA,1165419080226168833,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"SI ALL HANDS 43 E AUGUSTA AVE, PRIVATE DWELLING FIRE FROM REAR DECK,",FALSE,10,NA,2019-08-23T14:00:23Z,FALSE,NA,1164900193575288832,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BX ALL HANDS 1624 STILLWELL AVE, REPORT OF MULTIPLE BUSES ON FIRE, UNDER CONTROL",FALSE,8,NA,2019-08-23T06:21:44Z,FALSE,NA,1164784770418528256,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 321 HANCOCK ST, MULTIPLE DWELLING FIRE ON 4TH FL, UNDER CONTROL",FALSE,10,NA,2019-08-23T05:53:37Z,FALSE,NA,1164777696141832193,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"BX ALL HANDS 1624 STILLWELL AVE, REPORT OF 6 BUSES ON FIRE,",FALSE,9,NA,2019-08-23T05:52:18Z,FALSE,NA,1164777363780956164,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,6,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 321 HANCOCK ST, MULTIPLE DWELLING FIRE ON 4TH FL,",FALSE,8,NA,2019-08-23T05:16:48Z,FALSE,NA,1164768429158498304,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 39-43 CRESCENT ST, PRIVATE DWELLING FIRE ON 2ND FLR,",FALSE,5,NA,2019-08-22T10:09:41Z,FALSE,NA,1164479747683958784,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 90-01 BEACH CHANNEL DR, COMMERCIAL ROOF ON FIRE, UNDER CONTROL",FALSE,15,NA,2019-08-22T01:19:08Z,FALSE,NA,1164346231965007878,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 90-01 BEACH CHANNEL DR, COMMERCIAL ROOF ON FIRE,",FALSE,8,NA,2019-08-22T00:32:10Z,FALSE,NA,1164334409073532935,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 27 STEWART ST, COMMERCIAL FIRE FIRST FLR, UNDER CONTROL",FALSE,9,NA,2019-08-21T18:46:34Z,FALSE,NA,1164247436631650305,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 27 STEWART ST, COMMERCIAL FIRE FIRST FLR,",FALSE,10,NA,2019-08-21T18:43:38Z,FALSE,NA,1164246698933272576,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS OCEAN PARKWAY, OVERTURNED BOOM TRUCK, UNDER CONTROL",FALSE,11,NA,2019-08-21T16:29:39Z,FALSE,NA,1164212979681976320,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,4,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS OCEAN PARKWAY, OVERTURNED BOOM TRUCK,",FALSE,9,NA,2019-08-21T16:13:37Z,FALSE,NA,1164208947659755520,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 970 FLUSHING AVE, COMMERCIAL FIRE IN BASEMENT,",FALSE,13,NA,2019-08-21T00:42:39Z,FALSE,NA,1163974659798441985,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 282 WALLABOUT ST, MULTIPLE DWELLING FIRE IN ROOF OF BOILER ROOM, UNDER CONTROL",FALSE,16,NA,2019-08-20T17:58:36Z,FALSE,NA,1163872979316592640,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 282 WALLABOUT ST, MULTIPLE DWELLING FIRE IN ROOF OF BOILER ROOM,",FALSE,10,NA,2019-08-20T17:44:09Z,FALSE,NA,1163869341693202439,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BX ALL HANDS 1660 TOPPING AVE, MULTIPLE DWELLING FIRE ON THE 6TH FLR, UNDER CONTROL",FALSE,14,NA,2019-08-20T04:28:58Z,FALSE,NA,1163669228353966083,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,3,FALSE,FALSE,NA,NA
"SI ALL HANDS 607 COLLEGE AVE, PRIVATE DWELLING (GARAGE FIRE) FIRE, UNDER CONTROL",FALSE,12,NA,2019-08-20T00:41:50Z,FALSE,NA,1163612067531821059,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,3,FALSE,FALSE,NA,NA
"SI ALL HANDS 607 COLLEGE AVE, PRIVATE DWELLING GARAGE FIRE,",FALSE,9,NA,2019-08-20T00:29:30Z,FALSE,NA,1163608962362724353,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BX ALL HANDS 1669 BAY SHORE AVE, PRIVATE DWELLING FIRE IN BASEMENT,",FALSE,14,NA,2019-08-19T17:56:29Z,FALSE,NA,1163510056874401794,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"MAN 2-ALARM 71 VERMILYEA AVE, MULTIPLE DWELLING FIRE ON 5TH FLR,",FALSE,15,NA,2019-08-19T15:29:50Z,FALSE,NA,1163473150597828608,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 33-34 21 ST, COMMERCIAL (LAUNDROMAT) FIRE IN A DRYER, UNDER CONTROL",FALSE,14,NA,2019-08-19T15:08:52Z,FALSE,NA,1163467876222799872,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"SI ALL HANDS 4435 VICTORY BLVD, FACTORY FIRE ON THE 1ST FLR, UNDER CONTROL",FALSE,10,NA,2019-08-19T06:20:54Z,FALSE,NA,1163335007861166081,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"SI ALL HANDS 4435 VICTORY BLVD, FACTORY FIRE ON THE 1ST FLR,",FALSE,11,NA,2019-08-19T05:53:32Z,FALSE,NA,1163328122332143616,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 1050 53 ST, PRIVATE DWELLING FIRE 1ST FLR, UNDER CONTROL",FALSE,9,NA,2019-08-17T18:55:53Z,FALSE,NA,1162800232519872514,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 1050 53 ST, MULTIPLE DWELLING FIRE 1ST FLR,",FALSE,7,NA,2019-08-17T18:37:07Z,FALSE,NA,1162795507640668163,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"BX ALL HANDS 4175 WICKHAM, PRIVATE DWELLING FIRE ON 1ST FLR, UNDER CONTROL",FALSE,10,NA,2019-08-17T09:42:07Z,FALSE,NA,1162660869957926912,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BX ALL HANDS 4175 WICKHAM, PRIVATE DWELLING FIRE ON 1ST FLR,",FALSE,10,NA,2019-08-17T09:08:53Z,FALSE,NA,1162652506620596224,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"MAN ALL HANDS 405 E 63 ST, MULTIPLE DWELLING FIRE ON 11TH FLR, UNDER CONTROL",FALSE,6,NA,2019-08-17T05:10:00Z,FALSE,NA,1162592392152850433,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,3,FALSE,FALSE,NA,NA
"QNS ALL HANDS 106-14 NORTHERN BLVD, MIXED OCCUPANCY FIRE IN REAR SETBACK, UNDER CONTROL",FALSE,9,NA,2019-08-17T02:09:49Z,FALSE,NA,1162547046068424704,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"QNS ALL HANDS 106-02 NORTHERN BLVD, MIXED OCCUPANCY FIRE IN REAR SETBACK,",FALSE,10,NA,2019-08-17T01:37:55Z,FALSE,NA,1162539019286302720,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"MAN ALL HANDS 601 WESTEND AVE, MULTIPLE DWELLING FIRE ON 13TH FLR, UNDER CONTROL",FALSE,7,NA,2019-08-16T21:31:32Z,FALSE,NA,1162477011748737024,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"QNS ALL HANDS 67-58 BELL BLVD, PRIVATE DWELLING FIRE ON 2ND FLR, UNDER CONTROL",FALSE,7,NA,2019-08-16T13:35:25Z,FALSE,NA,1162357195218006018,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"QNS ALL HANDS 67-58 BELL BLVD, PRIVATE DWELLING FIRE ON 2ND FLR,",FALSE,8,NA,2019-08-16T13:06:41Z,FALSE,NA,1162349962912567297,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 199-04 ROMEO CT, PRIVATE DWELLING FIRE IN THE REAR OF THE 1ST FLR, UNDER CONTROL",FALSE,10,NA,2019-08-15T22:07:32Z,FALSE,NA,1162123687606308865,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"QNS ALL HANDS 199-04 ROMEO CT, PRIVATE DWELLING FIRE IN THE REAR OF THE 1ST FLR,",FALSE,6,NA,2019-08-15T21:55:27Z,FALSE,NA,1162120642780651522,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"MAN ALL HANDS 201 VARICK ST, HIGH RISE (FEDERAL DETENTION CENTER) FIRE IN GENERATOR ROOM, UNDER CONTROL",FALSE,16,NA,2019-08-15T18:50:52Z,FALSE,NA,1162074191555944448,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,4,FALSE,FALSE,NA,NA
"MAN ALL HANDS 201 VARICK ST, HIGH RISE (FEDERAL DETENTION CENTER) FIRE IN GENERATOR ROOM,",FALSE,10,NA,2019-08-15T18:40:22Z,FALSE,NA,1162071548821430272,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 135-56 232 ST, PRIVATE DWELLING FIRE IN BASEMENT, UNDER CONTROL",FALSE,6,NA,2019-08-15T08:37:28Z,FALSE,NA,1161919823930150912,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"QNS ALL HANDS 135-56 232 ST, PRIVATE DWELLING FIRE IN BASEMENT,",FALSE,7,NA,2019-08-15T08:20:48Z,FALSE,NA,1161915631706476550,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 684 LIVONIA AVE, MULTIPLE DWELLING SMOKE IN LAUNDRY ROOM, UNDER CONTROL",FALSE,15,NA,2019-08-15T03:12:18Z,FALSE,NA,1161837993063309312,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"BX ALL HANDS 580 CASTLEHILL AVE, MULTIPLE DWELLING FIRE 9 FLR,",FALSE,9,NA,2019-08-14T23:09:46Z,FALSE,NA,1161776957945761793,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 1361 E 99ST, PRIVATE DWELLING FIRE IN BASEMENT, UNDER CONTROL",FALSE,13,NA,2019-08-14T10:05:49Z,FALSE,NA,1161579672020430848,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 1361 E 99ST, PRIVATE DWELLING FIRE IN BASEMENT,",FALSE,5,NA,2019-08-14T09:45:46Z,FALSE,NA,1161574625630986240,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"BX 2-ALARM 816 FAILE ST, PRIVATE DWELLING FIRE 1ST FLR, UNDER CONTROL",FALSE,16,NA,2019-08-14T04:00:04Z,FALSE,NA,1161487625838104579,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BX 2-ALARM 814 FAILE ST, PRIVATE DWELLING",FALSE,10,NA,2019-08-14T03:24:39Z,FALSE,NA,1161478714045206528,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"BX ALL HANDS 2339 PROSPECT AVE, COMPACTOR FIRE, UNDER CONTROL",FALSE,4,NA,2019-08-13T07:41:29Z,FALSE,NA,1161180962358775808,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"BX ALL HANDS 1159 ARNOW AVE, PRIVATE DWELLING FIRE ON 1ST FLR, UNDER CONTROL",FALSE,5,NA,2019-08-13T06:30:13Z,FALSE,NA,1161163027376418816,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"BX ALL HANDS 1159 ARNOW AVE, PRIVATE DWELLING FIRE ON 1ST FLR,",FALSE,2,NA,2019-08-13T06:12:44Z,FALSE,NA,1161158627614478336,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BX ALL HANDS 2082 HUGHES AVE, MULTIPLE DWELLING RUBBISH FIRE TOP FLR, UNDER CONTROL",FALSE,4,NA,2019-08-13T04:55:59Z,FALSE,NA,1161139312425127936,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 120 RIVERDALE AV, MIXED OCCUPANCY FIRE IN BASEMENT, UNDER CONTROL",FALSE,18,NA,2019-08-13T02:52:03Z,FALSE,NA,1161108122355863553,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,3,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 120 RIVERDALE AV, MIXED OCCUPANCY FIRE IN BASEMENT,",FALSE,11,NA,2019-08-13T02:00:40Z,FALSE,NA,1161095191627014144,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 220-09 103 AV, PRIVATE DWELLING FIRE ON 2ND FL, UNDER CONTROL",FALSE,15,NA,2019-08-13T01:02:31Z,FALSE,NA,1161080559281553408,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"QNS ALL HANDS 220-09 103 AV, PRIVATE DWELLING FIRE ON 2ND FL,",FALSE,12,NA,2019-08-13T00:52:33Z,FALSE,NA,1161078050706120710,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"MAN 2-ALARM 550 WASHINGTON ST, COMMERCIAL MAJOR ALT FIRE ON THE ROOF, UNDER CONTROL",FALSE,12,NA,2019-08-12T23:21:20Z,FALSE,NA,1161055093246103558,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"MAN 2-ALARM 550 WASHINGTON ST, COMMERCIAL MAJOR ALT FIRE ON THE ROOF,",FALSE,14,NA,2019-08-12T22:25:44Z,FALSE,NA,1161041101131829248,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,3,FALSE,FALSE,NA,NA
"QNS ALL HANDS 35-17 108 ST, PRIVATE DWELLING FIRE ON THE 2ND FL, UNDER CONTROL",FALSE,6,NA,2019-08-12T22:18:42Z,FALSE,NA,1161039331294945283,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 35-17 108 ST, PRIVATE DWELLING FIRE ON THE 2ND FL,",FALSE,7,NA,2019-08-12T21:54:49Z,FALSE,NA,1161033320077156357,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"QNS ALL HANDS 144-52 76 RD, PRIVATE DWELLING FIRE ON THE FIRST FL, UNDER CONTROL",FALSE,11,NA,2019-08-12T21:30:14Z,FALSE,NA,1161027133671690243,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"QNS ALL HANDS 144-52 76 RD, PRIVATE DWELLING FIRE ON THE FIRST FL,",FALSE,7,NA,2019-08-12T21:29:02Z,FALSE,NA,1161026834240290816,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 471 CLARKSON AVE, HOSPITAL (KINGS COUNTY HOSPITAL) SMALL FIRE IN ELEVATOR MACHINE ROOM, UNDER CONTROL",FALSE,13,NA,2019-08-12T15:11:11Z,FALSE,NA,1160931742921953280,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"BX ALL HANDS 1731 ZEREGA AV, PRIVATE DWELLING FIRE ON 2ND FL, UNDER CONTROL",FALSE,16,NA,2019-08-12T11:28:44Z,FALSE,NA,1160875763312287746,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
